6.994749307632446289e-01	6.943758130073547363e-01
7.002411484718322754e-01	6.948388814926147461e-01
7.010658979415893555e-01	6.953327655792236328e-01
7.020559310913085938e-01	6.959176659584045410e-01
7.036277651786804199e-01	6.972603201866149902e-01
7.051181793212890625e-01	6.983106136322021484e-01
7.060121893882751465e-01	6.987161636352539062e-01
7.073999047279357910e-01	6.996678709983825684e-01
7.088332772254943848e-01	7.005674839019775391e-01
7.094873189926147461e-01	7.008929252624511719e-01
7.103624939918518066e-01	7.011871933937072754e-01
7.109025716781616211e-01	7.011896967887878418e-01
7.114754319190979004e-01	7.009070515632629395e-01
7.117794752120971680e-01	7.006577253341674805e-01
7.120904326438903809e-01	7.001028656959533691e-01
7.121061086654663086e-01	6.994145512580871582e-01
7.124727964401245117e-01	6.985120177268981934e-01
7.124199271202087402e-01	6.978211402893066406e-01
7.126917243003845215e-01	6.970959305763244629e-01
7.136306166648864746e-01	6.972267031669616699e-01
7.135671973228454590e-01	6.956802606582641602e-01
7.138764858245849609e-01	6.950661540031433105e-01
7.147364020347595215e-01	6.944949626922607422e-01
7.156057953834533691e-01	6.939991712570190430e-01
7.168445587158203125e-01	6.935353279113769531e-01
7.178652882575988770e-01	6.933557987213134766e-01
7.182338237762451172e-01	6.924226880073547363e-01
7.197689414024353027e-01	6.918613314628601074e-01
7.203419804573059082e-01	6.912714838981628418e-01
7.213650941848754883e-01	6.903040409088134766e-01
7.215937376022338867e-01	6.891953349113464355e-01
7.228438854217529297e-01	6.878307461738586426e-01
7.218428254127502441e-01	6.859863996505737305e-01
7.236195206642150879e-01	6.847966313362121582e-01
7.228733897209167480e-01	6.817231178283691406e-01
7.236305475234985352e-01	6.806054711341857910e-01
7.223299145698547363e-01	6.777005791664123535e-01
7.237399220466613770e-01	6.747899055480957031e-01
7.230589985847473145e-01	6.725670695304870605e-01
7.211620211601257324e-01	6.685180068016052246e-01
7.218757271766662598e-01	6.653500199317932129e-01
7.192524671554565430e-01	6.613974571228027344e-01
7.216070294380187988e-01	6.590497493743896484e-01
7.225724458694458008e-01	6.564586162567138672e-01
7.243753075599670410e-01	6.551316976547241211e-01
7.238346338272094727e-01	6.505129933357238770e-01
7.271122336387634277e-01	6.504908204078674316e-01
7.320559024810791016e-01	6.499708294868469238e-01
7.265270352363586426e-01	6.463120579719543457e-01
7.349528074264526367e-01	6.484301686286926270e-01
7.405237555503845215e-01	6.462700963020324707e-01
7.387084960937500000e-01	6.435407996177673340e-01
7.494874596595764160e-01	6.432816982269287109e-01
7.483931183815002441e-01	6.419067978858947754e-01
7.525433897972106934e-01	6.421996355056762695e-01
7.521169185638427734e-01	6.361440420150756836e-01
7.595419883728027344e-01	6.359356045722961426e-01
7.565770745277404785e-01	6.312242746353149414e-01
7.604646682739257812e-01	6.269813776016235352e-01
7.643619775772094727e-01	6.255300045013427734e-01
7.664044499397277832e-01	6.248783469200134277e-01
7.686988711357116699e-01	6.175713539123535156e-01
7.671196460723876953e-01	6.117798686027526855e-01
7.738961577415466309e-01	6.119738221168518066e-01
7.763547897338867188e-01	6.087841987609863281e-01
7.787049412727355957e-01	6.029046177864074707e-01
7.856034636497497559e-01	6.065850853919982910e-01
7.778901457786560059e-01	5.983896255493164062e-01
7.848073840141296387e-01	5.933359861373901367e-01
7.966849803924560547e-01	5.951368212699890137e-01
8.006961941719055176e-01	5.924251079559326172e-01
8.012555241584777832e-01	5.871935486793518066e-01
7.959623336791992188e-01	5.834915637969970703e-01
8.084766268730163574e-01	5.862805247306823730e-01
7.903437614440917969e-01	5.749724507331848145e-01
8.123307228088378906e-01	5.742849111557006836e-01
8.152583241462707520e-01	5.755383968353271484e-01
8.213969469070434570e-01	5.671448707580566406e-01
8.207686543464660645e-01	5.746638178825378418e-01
8.309103250503540039e-01	5.714712738990783691e-01
8.438811302185058594e-01	5.784640312194824219e-01
8.316248655319213867e-01	5.603767037391662598e-01
8.380565047264099121e-01	5.676152706146240234e-01
8.325585126876831055e-01	5.678318142890930176e-01
8.334345817565917969e-01	5.552974343299865723e-01
8.545939326286315918e-01	5.655027031898498535e-01
8.350994586944580078e-01	5.517486929893493652e-01
8.367107510566711426e-01	5.583969950675964355e-01
8.412389159202575684e-01	5.492068529129028320e-01
8.408296108245849609e-01	5.442245006561279297e-01
8.548078536987304688e-01	5.636867880821228027e-01
8.465796113014221191e-01	5.529386997222900391e-01
8.455484509468078613e-01	5.544638633728027344e-01
8.489364981651306152e-01	5.691791176795959473e-01
8.608657121658325195e-01	5.733919143676757812e-01
8.416872024536132812e-01	5.651962757110595703e-01
8.438318967819213867e-01	5.579499006271362305e-01
8.377028107643127441e-01	5.554485917091369629e-01
8.534105420112609863e-01	5.715755820274353027e-01
8.388932347297668457e-01	5.658339262008666992e-01
8.121416568756103516e-01	5.680056214332580566e-01
8.025501966476440430e-01	5.614861249923706055e-01
8.321391344070434570e-01	5.751512646675109863e-01
8.132344484329223633e-01	5.835037231445312500e-01
8.017987608909606934e-01	5.819986462593078613e-01
8.173307180404663086e-01	5.832109451293945312e-01
8.086197972297668457e-01	5.807481408119201660e-01
7.949094772338867188e-01	5.835255384445190430e-01
7.978373765945434570e-01	5.964660644531250000e-01
7.566386461257934570e-01	5.911277532577514648e-01
7.852008342742919922e-01	5.962812304496765137e-01
7.497963309288024902e-01	5.999593734741210938e-01
7.772633433341979980e-01	6.055202484130859375e-01
7.420058846473693848e-01	5.965348482131958008e-01
7.594769597053527832e-01	6.026504039764404297e-01
7.487400770187377930e-01	6.096321344375610352e-01
7.527409791946411133e-01	6.196761727333068848e-01
7.423344850540161133e-01	6.225434541702270508e-01
7.419971227645874023e-01	6.221330761909484863e-01
7.309119701385498047e-01	6.292818188667297363e-01
7.421914935111999512e-01	6.405127048492431641e-01
7.412018775939941406e-01	6.444239616394042969e-01
7.332330942153930664e-01	6.515533924102783203e-01
7.321149706840515137e-01	6.421502828598022461e-01
7.202932834625244141e-01	6.509599089622497559e-01
7.348236441612243652e-01	6.588950157165527344e-01
7.140025496482849121e-01	6.515020728111267090e-01
7.093398571014404297e-01	6.574915647506713867e-01
7.118296027183532715e-01	6.651114225387573242e-01
7.021700143814086914e-01	6.651455163955688477e-01
6.916564702987670898e-01	6.587179899215698242e-01
7.016260027885437012e-01	6.584760546684265137e-01
7.050337195396423340e-01	6.665953397750854492e-01
6.994264125823974609e-01	6.731053590774536133e-01
6.971763372421264648e-01	6.712504029273986816e-01
6.927787065505981445e-01	6.700676083564758301e-01
7.024185657501220703e-01	6.785700321197509766e-01
6.866152286529541016e-01	6.758863329887390137e-01
6.965788006782531738e-01	6.801435351371765137e-01
6.965624094009399414e-01	6.891225576400756836e-01
7.001235485076904297e-01	6.891359090805053711e-01
6.909291148185729980e-01	6.863325238227844238e-01
6.944156885147094727e-01	6.939759850502014160e-01
6.874144673347473145e-01	6.898151040077209473e-01
6.932399868965148926e-01	6.949988603591918945e-01
6.950875520706176758e-01	6.966412067413330078e-01
6.988732814788818359e-01	6.996673345565795898e-01
6.921226978302001953e-01	6.988848447799682617e-01
6.928798556327819824e-01	6.977112889289855957e-01
6.967470645904541016e-01	7.016525864601135254e-01
6.968401670455932617e-01	7.021206617355346680e-01
6.955763101577758789e-01	7.037162184715270996e-01
7.007054686546325684e-01	7.036273479461669922e-01
7.039231657981872559e-01	7.000413537025451660e-01
6.987859010696411133e-01	7.007335424423217773e-01
6.951197385787963867e-01	7.005726099014282227e-01
6.975917816162109375e-01	7.004612684249877930e-01
6.963875889778137207e-01	7.016284465789794922e-01
6.990374326705932617e-01	7.016476988792419434e-01
7.015868425369262695e-01	7.036049962043762207e-01
6.968704462051391602e-01	7.033464908599853516e-01
7.056733369827270508e-01	7.060320377349853516e-01
7.044404149055480957e-01	7.060289978981018066e-01
